feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
1-arachidonoyl-GPA (20:4)	Group	non-COVID-19	-1.10556403377994	0.161461750508081	9.33819184711948e-10	1.70104502687128e-07	CPLM	1.23	96	91	5
inosine	Group	Severe	3.47338004051456	0.506890413716015	9.12240479611591e-10	1.70104502687128e-07	CPLM	1.936	96	95	1
dehydroepiandrosterone sulfate (DHEA-S)	Age	Age	-0.0292854671709	0.00435834147197739	1.67318625177826e-09	2.930650073307e-07	CPLM	1.439	96	96	0
phenyllactate (PLA)	Group	non-COVID-19	0.978448070768189	0.145842200110044	1.75470709278801e-09	2.95960596316911e-07	CPLM	1.99	96	96	0
stearoyl sphingomyelin (d18:1/18:0)	Group	Severe	0.672303471770912	0.101989282306927	2.98424777140745e-09	4.85366583963911e-07	CPLM	1.99	96	96	0
uridine	Group	Severe	-0.549910242097404	0.0842043271119255	3.9355946799866e-09	6.18024074919275e-07	CPLM	1.873	96	96	0
2-hydroxybutyrate/2-hydroxyisobutyrate	Group	non-COVID-19	0.865750277978695	0.133088060793586	4.41661403892884e-09	6.70442011109398e-07	CPLM	1.99	96	96	0
5alpha-androstan-3beta,17beta-diol disulfate	Sex	Male	1.18835397377905	0.184522234488912	5.91511004036445e-09	8.68948745929669e-07	CPLM	1.795	96	96	0
inosine	Group	non-Severe	2.96695186539005	0.464313620562456	7.40907962750927e-09	1.05440464448991e-06	CPLM	1.936	96	95	1
1-arachidonoyl-GPA (20:4)	Group	Severe	-1.26890240191017	0.199512325829016	8.47246387427648e-09	1.16920001465015e-06	CPLM	1.23	96	91	5
3,4-dihydroxybutyrate	Group	Severe	0.806814093826126	0.128443105922173	1.20303392004056e-08	1.61034083648581e-06	CPLM	1.99	96	96	0
gamma-CEHC	Group	Severe	-1.5504125786484	0.247072806477846	1.23763568899875e-08	1.61034083648581e-06	CPLM	1.378	96	92	4
alpha-tocopherol	Group	Severe	-0.755338762694299	0.120844402386856	1.38094608947904e-08	1.69968337607771e-06	CPLM	1.915	96	96	0
sphingosine 1-phosphate	Group	Severe	-0.616705223800301	0.0985775097142635	1.34734760121621e-08	1.69968337607771e-06	CPLM	1.402	96	96	0
1-arachidonoyl-GPI* (20:4)*	Group	Severe	-0.822608192217411	0.132969102478805	1.83513448667595e-08	2.15096212005583e-06	CPLM	1.99	96	96	0
4-chlorobenzoic acid	Group	non-COVID-19	0.580091433673653	0.0937807825117931	1.84206242165519e-08	2.15096212005583e-06	CPLM	1.99	96	96	0
4-vinylcatechol sulfate	Group	non-Severe	-5.1695731752481	0.837762387084875	1.96791426685589e-08	2.24047039281543e-06	CPLM	1.575	96	44	54
5alpha-androstan-3alpha,17beta-diol disulfate	Group	Severe	2.25715402021539	0.367745477369323	2.27595867364167e-08	2.50724412517172e-06	CPLM	1.511	96	81	16
Fibrinopeptide B (1-13)	Group	Severe	2.65224730262384	0.4331122863089	2.42245809195335e-08	2.50724412517172e-06	CPLM	1.773	96	90	6
stearoyl sphingomyelin (d18:1/18:0)	Group	non-Severe	0.562415792202154	0.0918399956179149	2.42062771603239e-08	2.50724412517172e-06	CPLM	1.99	96	96	0
undecanoate (11:0)	Group	non-Severe	0.295940279254989	0.0482555019027531	2.32719142034167e-08	2.50724412517172e-06	CPLM	1.99	96	96	0
15-HETE	Group	Severe	-1.49296338181779	0.24599271021726	3.08114728379423e-08	3.11812105119976e-06	CPLM	1.577	96	94	2
pregnenetriol disulfate*	Group	Severe	1.34354831619133	0.22159512069108	3.16441117599646e-08	3.1327670642365e-06	CPLM	1.99	96	96	0
1-linoleoyl-GPA (18:2)*	Group	Severe	-1.43655372565822	0.237828592671267	3.49786617205566e-08	3.3892090526684e-06	CPLM	1.313	96	91	5
cytidine	Group	non-COVID-19	1.02439404315013	0.170147622696223	3.81342286071945e-08	3.61798493910758e-06	CPLM	1.99	96	96	0
1-arachidonoyl-GPA (20:4)	Group	non-Severe	-1.01661197177091	0.169217399252719	4.03528900851294e-08	3.67534122895359e-06	CPLM	1.23	96	91	5
5alpha-pregnan-diol disulfate	Group	Severe	2.12000727458208	0.352855011803683	4.02774305503259e-08	3.67534122895359e-06	CPLM	1.623	96	90	6
N(1)-acetylspermidine	Group	non-COVID-19	1.46181286674217	0.244358155898652	4.51171177050214e-08	4.02869321624838e-06	CPLM	1.718	96	94	2
2S,3R-dihydroxybutyrate	Group	Severe	1.01664832121697	0.170648227551153	5.02622351886237e-08	4.40181190478831e-06	CPLM	1.99	96	96	0
docosadioate (C22-DC)	Group	Severe	-0.815312628703099	0.138396387682137	6.7152965398842e-08	5.77008687596842e-06	CPLM	1.169	96	95	1
citrulline	Group	Severe	-0.490723500959256	0.0834084557162732	6.94597697359486e-08	5.85777391439833e-06	CPLM	1.99	96	96	0
tryptophan betaine	Group	non-Severe	-1.51450829273905	0.257787439657236	7.20285278486973e-08	5.96396210587213e-06	CPLM	1.99	96	96	0
1,2-dilinoleoyl-GPC (18:2/18:2)	Group	Severe	-0.913893598040543	0.157040991613861	9.16695948402636e-08	7.32391815618527e-06	CPLM	1.719	96	96	0
2-hydroxybutyrate/2-hydroxyisobutyrate	Group	Severe	0.849349289181484	0.145919102923534	9.11836456298159e-08	7.32391815618527e-06	CPLM	1.99	96	96	0
sphingomyelin (d18:0/18:0, d19:0/17:0)*	Group	Severe	1.11936670978081	0.192817339727744	9.74549998056255e-08	7.65189774335894e-06	CPLM	1.467	96	95	1
homoarginine	Group	Severe	-0.742280957364763	0.128378451232101	1.07805729354313e-07	8.32114053355153e-06	CPLM	1.811	96	96	0
ribitol	Group	non-COVID-19	0.434447022276942	0.0754412615782783	1.19175673952447e-07	9.04543365299076e-06	CPLM	1.99	96	96	0
glycochenodeoxycholate glucuronide (1)	Group	Severe	1.85546639232082	0.322865930943519	1.25439536863723e-07	9.36478116192447e-06	CPLM	1.99	96	96	0
1,2-dilinoleoyl-GPC (18:2/18:2)	Group	non-COVID-19	-0.793636436333179	0.138480153166605	1.3428147961667e-07	9.86319126087607e-06	CPLM	1.719	96	96	0
myristoleate (14:1n5)	Group	non-COVID-19	1.13506330031479	0.199446088392643	1.5945182298359e-07	1.15260889185281e-05	CPLM	1.99	96	96	0
cholesterol sulfate	Group	non-COVID-19	-0.616231801886031	0.10852687169498	1.68545815538606e-07	1.1993088186919e-05	CPLM	1.024	96	95	1
allantoin	Group	Severe	0.522791111176408	0.0921376478875132	1.71554453179504e-07	1.2019368919684e-05	CPLM	1.99	96	96	0
N-linoleoylserine*	Group	Severe	-1.11014958681094	0.196218398355062	1.83961644251443e-07	1.26933534533496e-05	CPLM	1.489	96	95	1
1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*	Group	Severe	-0.942081051284543	0.167321494286369	2.06800032659659e-07	1.34538192676012e-05	CPLM	1.044	96	95	1
ethyl alpha-glucopyranoside	Group	non-COVID-19	-2.9782140461497	0.528305667762802	2.007657927823e-07	1.34538192676012e-05	CPLM	1.394	96	44	54
sphingomyelin (d18:1/18:1, d18:2/18:0)	Group	non-Severe	0.496686578309148	0.0882044842672775	2.06168282434121e-07	1.34538192676012e-05	CPLM	1.472	96	96	0
sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*	Group	Severe	0.583792760385331	0.10357700001527	2.01605933356206e-07	1.34538192676012e-05	CPLM	1.99	96	96	0
pregnenediol sulfate (C21H34O5S)*	Age	Age	-0.0336868640123067	0.00599432378482526	2.16351347605173e-07	1.38769582675205e-05	CPLM	1.956	96	96	0
hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))	Group	Severe	0.664645172762251	0.118808503857209	2.41250385926544e-07	1.52590869098539e-05	CPLM	1.99	96	96	0
8-hydroxyoctanoate	Group	non-Severe	0.686311469840346	0.122865317800156	2.50009178179509e-07	1.55964629784861e-05	CPLM	1.99	96	96	0
gamma-CEHC	Group	non-COVID-19	-1.05695522820655	0.190004715685251	2.75830491994117e-07	1.69747575748812e-05	CPLM	1.378	96	92	4
3-hydroxystearate	Group	non-COVID-19	-0.644969168358041	0.116058077983048	2.82339337675409e-07	1.71436445836508e-05	CPLM	1.99	96	96	0
hexanoylglutamine	Group	non-COVID-19	1.707385820594	0.308332036558046	3.07110049076702e-07	1.84023574144119e-05	CPLM	1.675	96	93	3
iminodiacetate (IDA)	Group	non-Severe	3.48513487256524	0.630801499050539	3.23910654604899e-07	1.91570015723469e-05	CPLM	1.778	96	68	29
N-acetylcarnosine	Sex	Male	0.898879875351353	0.163428141404714	3.59742318909365e-07	2.08872210689573e-05	CPLM	1.605	96	95	1
proline	Group	Severe	-0.485889646104484	0.0883684198124822	3.62338705412303e-07	2.08872210689573e-05	CPLM	1.99	96	96	0
3-hydroxylaurate	Group	non-COVID-19	0.853635942561078	0.155779684898698	3.92121537415871e-07	2.23215185173984e-05	CPLM	1.99	96	96	0
prolylglycine	Group	Severe	-1.15669109498846	0.211694220755455	4.19151076710918e-07	2.3565604979525e-05	CPLM	1.196	96	91	5
sphingomyelin (d18:0/18:0, d19:0/17:0)*	Group	non-Severe	0.984949093931637	0.1808062473585	4.49213083674511e-07	2.49477607689479e-05	CPLM	1.467	96	95	1
phenyllactate (PLA)	Group	Severe	0.87040747475687	0.159939200534293	4.59593498011112e-07	2.5216732408947e-05	CPLM	1.99	96	96	0
7-hydroxycholesterol (alpha or beta)	Group	Severe	0.850842196672328	0.157159944323554	5.17582272307192e-07	2.80603531915114e-05	CPLM	1.04	96	87	9
glycerophosphoserine*	Group	non-Severe	-0.660070724867604	0.122136536680229	5.38634389030059e-07	2.8858129501681e-05	CPLM	1.085	96	94	2
glycochenodeoxycholate 3-sulfate	Group	Severe	1.58536138425188	0.293924673913465	5.6313054889503e-07	2.98197269728833e-05	CPLM	1.99	96	96	0
Fibrinopeptide A (3-16)	Group	Severe	1.84502949624475	0.342369118305302	5.74485030738381e-07	2.99874451843428e-05	CPLM	1.409	96	80	17
sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*	Group	non-Severe	0.50245310375904	0.0932723363237838	5.79467539794064e-07	2.99874451843428e-05	CPLM	1.99	96	96	0
phosphate	Group	non-Severe	3.4933610030438	0.651476946604618	6.4268575865438e-07	3.28852915158657e-05	CPLM	1.781	96	69	28
hydroxyproline	Group	Severe	-0.892024623315672	0.166559506945784	6.60742677646991e-07	3.34335794889378e-05	CPLM	1.99	96	96	0
1-stearoyl-GPI (18:0)	Group	Severe	-0.824725873758085	0.15500589430661	7.64625589754429e-07	3.82648894037546e-05	CPLM	1.99	96	96	0
carotene diol (1)	Group	Severe	-0.723150039427841	0.136007333051386	7.76237576093805e-07	3.84237600166433e-05	CPLM	1.99	96	96	0
1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)	Group	Severe	-0.49755952314495	0.0936988343515662	7.98516927478767e-07	3.91015708358957e-05	CPLM	1.573	96	96	0
5alpha-androstan-3alpha,17beta-diol disulfate	Sex	Male	1.60433676544796	0.302493433164986	8.20392562591152e-07	3.93270287372643e-05	CPLM	1.511	96	81	16
sucrose	Group	non-Severe	-3.07695995928456	0.579913953432106	8.12972630534611e-07	3.93270287372643e-05	CPLM	1.713	96	79	18
N-palmitoyl-sphingosine (d18:1/16:0)	Group	non-COVID-19	0.413159703809414	0.077950185047642	8.32094228977648e-07	3.94724699871272e-05	CPLM	1.99	96	96	0
1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*	Group	non-COVID-19	-0.753196018767828	0.142448394306698	8.77596882943974e-07	4.12018165456377e-05	CPLM	1.784	96	96	0
sphingomyelin (d18:1/18:1, d18:2/18:0)	Group	Severe	0.507077145758433	0.096627444635854	1.0349281106186e-06	4.80924756709907e-05	CPLM	1.472	96	96	0
phosphocholine	Group	Severe	0.382872718511164	0.0730109601760054	1.05095216686424e-06	4.83437996757552e-05	CPLM	1.99	96	96	0
gamma-glutamylphenylalanine	Group	non-COVID-19	0.601854083559292	0.115195118862435	1.13874541884256e-06	5.185846637409e-05	CPLM	1.99	96	96	0
4-vinylcatechol sulfate	Sex	Male	3.58325469115503	0.686878231543277	1.17664505188142e-06	5.30538768937425e-05	CPLM	1.575	96	44	54
5-methyluridine (ribothymidine)	Group	Severe	-0.422927712956699	0.0812457240585504	1.23225486030945e-06	5.50165552338161e-05	CPLM	1.848	96	96	0
phenylalanine	Group	Severe	0.289643629736384	0.0556919049317678	1.25646703293841e-06	5.55529210485586e-05	CPLM	1.99	96	96	0
sphingosine 1-phosphate	Group	non-Severe	-0.445408377556119	0.0858820246759481	1.33405910901888e-06	5.84163959853076e-05	CPLM	1.402	96	96	0
1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)	Group	non-COVID-19	-0.425187915632648	0.0820460060689617	1.3560523645245e-06	5.84595586294268e-05	CPLM	1.573	96	96	0
5-dodecenoate (12:1n7)	Group	non-COVID-19	1.08216639026105	0.20885289734352	1.360718755977e-06	5.84595586294268e-05	CPLM	1.697	96	95	1
3-phenylpropionate (hydrocinnamate)	Group	non-COVID-19	1.27866480941817	0.247694918946868	1.47265707933217e-06	6.26773863483993e-05	CPLM	1.99	96	96	0
taurochenodeoxycholic acid 3-sulfate	Group	non-COVID-19	2.46280750486553	0.477430999143558	1.49582793376643e-06	6.30740778738178e-05	CPLM	1.901	96	95	1
androstenediol (3beta,17beta) monosulfate (1)	Age	Age	-0.0349224045803441	0.00677987417919699	1.54302737494009e-06	6.4467400600708e-05	CPLM	1.741	96	96	0
inosine	Group	non-COVID-19	2.42430988782931	0.471365826096626	1.59277833481315e-06	6.59410230612643e-05	CPLM	1.936	96	95	1
21-hydroxypregnenolone disulfate	Group	Severe	1.16975568840286	0.228214960538496	1.71112635860308e-06	7.02024273610668e-05	CPLM	1.633	96	95	1
3-methoxycatechol sulfate (1)	Group	Severe	-3.11122137268568	0.610533865615371	1.93269713035766e-06	7.85848458182927e-05	CPLM	1.659	96	67	30
3-(4-hydroxyphenyl)lactate (HPLA)	Group	non-COVID-19	0.608560866401146	0.119891461927621	2.09678558297773e-06	8.45023145564653e-05	CPLM	1.99	96	96	0
tauroursodeoxycholic acid sulfate (1)	Group	non-COVID-19	4.42594798169074	0.872720488440161	2.13553852102386e-06	8.53091440766901e-05	CPLM	1.652	96	47	51
pyroglutamine*	Sex	Male	0.692864141697095	0.13729772901755	2.36427851447256e-06	9.36254291731136e-05	CPLM	1.99	96	96	0
alpha-tocopherol	Group	non-Severe	-0.546432454980702	0.10838553509224	2.41156550570125e-06	9.46747354565818e-05	CPLM	1.915	96	96	0
1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*	Group	Severe	-0.803680381823215	0.159545467148105	2.45355978209871e-06	9.48264796551165e-05	CPLM	1.784	96	96	0
dibutyl sulfosuccinate	Group	non-COVID-19	-39.2748827259577	7.797796125107	2.46002565744101e-06	9.48264796551165e-05	CPLM	1.748	96	25	74
tauroursodeoxycholate	Group	non-COVID-19	3.42906647904705	0.681061976062621	2.47789878765017e-06	9.48264796551165e-05	CPLM	1.803	96	73	24
ethyl alpha-glucopyranoside	Group	non-Severe	-2.38775615141114	0.475778551780241	2.64679033903495e-06	0.000100445693366376	CPLM	1.394	96	44	54
1-stearoyl-GPI (18:0)	Group	non-COVID-19	-0.706968252558132	0.141267841268692	2.80324004584944e-06	0.000105503761725606	CPLM	1.99	96	96	0
azelate (C9-DC)	Group	Severe	0.705722131278516	0.14141990300141	2.96889264859608e-06	0.000110822435423824	CPLM	1.99	96	96	0
dibutyl sulfosuccinate	Group	non-Severe	-38.8006125029773	7.79794689292344	3.14815099503493e-06	0.000116558370986903	CPLM	1.748	96	25	74
4-ethylcatechol sulfate	Group	non-Severe	-2.44716307878775	0.493242085038582	3.33594101447405e-06	0.000122515124031571	CPLM	1.51	96	54	44
5,6-dihydrothymine	Group	non-COVID-19	0.648633570283456	0.131485252754915	3.73775202881043e-06	0.000136173781913622	CPLM	1.99	96	96	0
2S,3R-dihydroxybutyrate	Group	non-COVID-19	0.764613827782532	0.155739138937471	4.10832128489393e-06	0.000148486469296881	CPLM	1.99	96	96	0
cystine	Group	non-COVID-19	-0.552631600786563	0.112656656057446	4.17691137414448e-06	0.000149776806282315	CPLM	1.05	96	95	1
3-ureidopropionate	Group	Severe	0.904089068659835	0.185119006100413	4.5546153058179e-06	0.000161820000590066	CPLM	1.99	96	96	0
N-stearoylserine*	Group	Severe	-1.13914498100144	0.233324867590077	4.58383400880952e-06	0.000161820000590066	CPLM	1.99	96	96	0
4-ethylcatechol sulfate	Group	Severe	-3.43518596934523	0.704145837059042	4.65236180604401e-06	0.000162975812805572	CPLM	1.51	96	54	44
GlcNAc sulfate conjugate of C21H34O2 steroid	Group	Severe	2.06317552952468	0.423411683625611	4.76093564150576e-06	0.000165506113827612	CPLM	1.41	96	67	30
hydantoin-5-propionate	Group	non-COVID-19	2.93443674776304	0.603135061895014	4.90438724458745e-06	0.000169201359938267	CPLM	1.795	96	85	11
5-methylthioadenosine (MTA)	Age	Age	0.0270130689076024	0.00555809854062094	5.00677881627551e-06	0.000171435118265554	CPLM	1.654	96	95	1
undecanoate (11:0)	Group	Severe	0.25925572805082	0.0536078266649917	5.50855475396658e-06	0.00018720864439973	CPLM	1.99	96	96	0
androstenediol (3alpha, 17alpha) monosulfate (3)	Sex	Male	0.740072195812127	0.153359132193515	5.74135067393712e-06	0.000193674896067479	CPLM	1.621	96	96	0
mannose	Group	non-COVID-19	0.663149011680068	0.137575338469344	5.86785196622382e-06	0.000196486748927818	CPLM	1.99	96	96	0
3-methoxycatechol sulfate (1)	Group	non-Severe	-2.41439496362678	0.501664939459702	6.04514550097732e-06	0.000199489801532252	CPLM	1.659	96	67	30
retinol (Vitamin A)	Group	non-Severe	-0.716656914031591	0.148857778093377	6.00665265703081e-06	0.000199489801532252	CPLM	1.657	96	96	0
2,4-di-tert-butylphenol	Group	non-COVID-19	-0.313808881416255	0.0655681482449286	6.72173510090765e-06	0.000220221450716068	CPLM	1.99	96	96	0
1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*	Group	Severe	-0.573469252498444	0.119936027438081	6.84346933592109e-06	0.000222608281112748	CPLM	1.332	96	96	0
nonadecanoate (19:0)	Group	non-COVID-19	-0.48089334241262	0.100645085746077	6.9347124690504e-06	0.000223976458042947	CPLM	1.99	96	96	0
2-palmitoyl-GPC* (16:0)*	Group	non-COVID-19	-0.650543283173255	0.136509154494657	7.28714682933785e-06	0.00023370187789299	CPLM	1.99	96	96	0
tetrahydrocortisol sulfate (1)	Group	Severe	2.73278270957169	0.576473747614099	8.04372652973201e-06	0.000256161752562235	CPLM	1.486	96	60	38
3-phenylpropionate (hydrocinnamate)	Group	non-Severe	1.15749631944557	0.244605337700571	8.31470875213709e-06	0.000262952664286336	CPLM	1.99	96	96	0
retinol (Vitamin A)	Group	Severe	-0.790606237734848	0.167528643474381	8.74614661417157e-06	0.000274689321937499	CPLM	1.657	96	96	0
3-hydroxyisobutyrate	Group	Severe	0.779420333588378	0.165863497745125	9.46257305913186e-06	0.000295154504871825	CPLM	1.23	96	94	2
tyramine O-sulfate	Group	Severe	-2.595675102905	0.55471417472982	1.0227966663805e-05	0.000316858232564407	CPLM	1.649	96	71	26
androstenediol (3alpha, 17alpha) monosulfate (3)	Group	Severe	0.927362747330494	0.198398913820248	1.04326968103178e-05	0.000319024938321506	CPLM	1.621	96	96	0
sucrose	Group	non-COVID-19	-2.52432245759826	0.540065689356381	1.04380140118367e-05	0.000319024938321506	CPLM	1.713	96	79	18
N-linoleoylserine*	Group	non-Severe	-0.78758159443659	0.16875757752738	1.07342238800596e-05	0.00032589103699861	CPLM	1.489	96	95	1
branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*	Group	non-COVID-19	1.12187230200184	0.24074090698101	1.10255383171572e-05	0.000329767939368728	CPLM	1.72	96	95	1
N,N,N-trimethyl-alanylproline betaine (TMAP)	Group	non-COVID-19	1.07839591333539	0.231473130351773	1.10791600183169e-05	0.000329767939368728	CPLM	1.99	96	96	0
theanine	Group	non-Severe	-3.92446291125478	0.841856386683816	1.0957087781514e-05	0.000329767939368728	CPLM	1.672	96	28	71
2,3-dihydroxyisovalerate	Group	non-COVID-19	-1.431530085283	0.307643822091564	1.13252633418422e-05	0.000331630309348309	CPLM	1.755	96	94	2
caprylate (8:0)	Group	non-COVID-19	1.74611173264098	0.375175458744142	1.12849553609029e-05	0.000331630309348309	CPLM	1.99	96	96	0
sphingomyelin (d18:2/24:2)*	Group	non-Severe	0.474130984288853	0.101910698267276	1.13601950501397e-05	0.000331630309348309	CPLM	1.99	96	96	0
glycerol 3-phosphate	Group	Severe	-0.593021151349042	0.127728632431896	1.1793020666987e-05	0.000342072714123941	CPLM	1.074	96	94	2
isoleucine	Group	Severe	-0.415980840096659	0.0897409715661829	1.21410349354826e-05	0.000347737566642689	CPLM	1.99	96	96	0
S-methylcysteine	Group	Severe	-0.986193897703489	0.212721333210535	1.21064350713222e-05	0.000347737566642689	CPLM	1.178	96	92	4
2S,3R-dihydroxybutyrate	Sex	Male	0.567532091972979	0.1225489441444	1.23451563585384e-05	0.000351323283043839	CPLM	1.99	96	96	0
3-methyl catechol sulfate (1)	Group	non-COVID-19	-2.72704307113037	0.589057822679315	1.24205201076105e-05	0.000351323283043839	CPLM	1.579	96	55	43
cytidine	Group	Severe	0.863342990259633	0.186594021370961	1.25490325750342e-05	0.00035276724905374	CPLM	1.99	96	96	0
(2,4 or 2,5)-dimethylphenol sulfate	Group	non-Severe	-3.05852770452946	0.661520393271061	1.27145006324143e-05	0.000355225986993956	CPLM	1.369	96	38	60
1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*	Group	non-COVID-19	-0.300240937961794	0.0650928104738192	1.32682243285568e-05	0.000367543535077095	CPLM	1.99	96	96	0
3-hydroxystearate	Group	Severe	-0.586993642092407	0.127287328717913	1.33167947491701e-05	0.000367543535077095	CPLM	1.99	96	96	0
arachidonate (20:4n6)	Group	Severe	-0.714405400026709	0.155106437716251	1.36124074821261e-05	0.00037337619402247	CPLM	1.99	96	96	0
phenyllactate (PLA)	Group	non-Severe	0.663476491078622	0.144096223004743	1.3692100219972e-05	0.00037337619402247	CPLM	1.99	96	96	0
2-hydroxydecanoate	Group	Severe	-0.833636882719238	0.181135331645311	1.38046375394474e-05	0.000374204281872878	CPLM	1.99	96	96	0
pentose acid*	Group	non-COVID-19	-1.21602644914472	0.264372759920006	1.39456073568014e-05	0.000375788733153097	CPLM	1.639	96	94	2
3,4-dihydroxybutyrate	Group	non-COVID-19	0.538408782779354	0.117213924131885	1.42890506033938e-05	0.000382778449693266	CPLM	1.99	96	96	0
dibutyl sulfosuccinate	Group	Severe	-39.0571134302343	8.51012251665645	1.45062626798701e-05	0.000386324679790225	CPLM	1.748	96	25	74
2-palmitoyl-GPC* (16:0)*	Group	Severe	-0.685781489288206	0.149751400837113	1.50797338510575e-05	0.000399262255568114	CPLM	1.99	96	96	0
2-hydroxystearate	Group	non-COVID-19	-0.76888521126966	0.168100072991724	1.54032994226204e-05	0.000403141526267893	CPLM	1.99	96	96	0
lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Group	Severe	0.503790232696323	0.1101374069948	1.5389960726358e-05	0.000403141526267893	CPLM	1.99	96	96	0
15-HETE	Group	non-Severe	-0.944106882157832	0.206946806598622	1.61273651870135e-05	0.000419680120352339	CPLM	1.577	96	94	2
nisinate (24:6n3)	Group	Severe	-2.16430395618753	0.474580340220348	1.62282571797307e-05	0.000419906154525531	CPLM	1.317	96	69	28
stearate (18:0)	Group	non-COVID-19	-0.295050606527411	0.0647962697278772	1.66687734449511e-05	0.000428867764227725	CPLM	1.99	96	96	0
1-palmitoylglycerol (16:0)	Group	non-COVID-19	-0.782545690731139	0.172215520526017	1.72914869179252e-05	0.000442390064181074	CPLM	1.99	96	96	0
1-(1-enyl-palmitoyl)-GPE (P-16:0)*	Group	Severe	-0.767248259943127	0.168953497468991	1.74795540830704e-05	0.000444703292146941	CPLM	1.188	96	94	2
gamma-CEHC	Group	non-Severe	-0.879902652240445	0.193904037396381	1.77066437723234e-05	0.000447978087439782	CPLM	1.378	96	92	4
S-methylcysteine sulfoxide	Group	Severe	-1.10517871246008	0.24390272911671	1.81616401483393e-05	0.00045695087975435	CPLM	1.99	96	96	0
